destination,country,continent,city,place_name,place_variant,avg cost (usd/day),avg_temp_year,hiking_score,beach_score,nightlife_score,culture_score,food_score,adventure_score,nature_score,safety_score,accommodation_type,terrain_type,travel_style
Australia,Australia,Oceania,Blue Mountains,Hiking Lookouts,nearby district,150.74,21.8,10.0,6.0,4.0,6.0,7.0,8.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Peru,Peru,South America,Cusco,Inca Heritage,main area,123.01,23.3,4.0,5.0,7.0,9.0,7.0,5.0,4.0,8.0,Standard Hotel,Urban-Heritage,Culture
Canada,Canada,North America,Jasper,Glacier Hikes,nearby district,153.08,6.0,9.0,5.0,3.0,5.0,7.0,10.0,8.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
South Africa,South Africa,Africa,Kruger,Family Safari,day-trip zone,174.46,16.9,6.0,7.0,6.0,7.0,8.0,6.0,7.0,6.0,Standard Hotel,Urban-Heritage,Family
South Africa,South Africa,Africa,Kruger,Safari Drives,local experience,140.9,13.0,9.0,5.0,3.0,6.0,6.0,8.0,9.0,5.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Peru,Peru,South America,Cusco,Inca Trail,main area,105.51,15.4,10.0,4.0,5.0,5.0,7.0,9.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Germany,Germany,Europe,Cologne,Cathedral Quarter,local experience,119.34,9.5,4.0,4.0,7.0,9.0,9.0,4.0,4.0,9.0,Standard Hotel,Urban-Heritage,Culture
China,China,Asia,Zhangjiajie,Avatar Mountains,main area,174.6,16.2,8.0,5.0,4.0,5.0,6.0,9.0,,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
New Zealand,New Zealand,Oceania,Tongariro,Alpine Crossing,local experience,127.83,14.1,9.0,,5.0,3.0,6.0,10.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
USA,USA,North America,New Orleans,Music and Food,day-trip zone,154.55,13.6,3.0,3.0,5.0,9.0,9.0,5.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Japan,Japan,Asia,Kanazawa,Samurai and Gardens,local experience,132.81,14.8,4.0,5.0,6.0,8.0,8.0,5.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Mexico,Mexico,North America,Riviera Maya,All Inclusive Hotels,nearby district,271.2,24.6,4.0,8.0,7.0,7.0,8.0,5.0,5.0,6.0,Resort/Apartment,Coastal,Luxury
Spain,Spain,Europe,Madrid,High-end City Stay,day-trip zone,284.65,19.2,5.0,7.0,8.0,8.0,9.0,4.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Spain,Spain,Europe,Marbella,Luxury Resorts,main area,279.99,17.5,4.0,7.0,8.0,7.0,8.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
Thailand,Thailand,Asia,Krabi,Premium Beach Resorts,local experience,224.16,29.9,4.0,8.0,7.0,6.0,8.0,4.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
USA,USA,North America,New York City,Museums and Broadway,main area,149.22,15.2,4.0,4.0,5.0,8.0,10.0,4.0,5.0,7.0,Standard Hotel,Urban-Heritage,Culture
Japan,Japan,Asia,Tokyo,Disney and Museums,main area,125.64,14.1,5.0,6.0,,8.0,8.0,6.0,8.0,8.0,Standard Hotel,Urban-Heritage,Family
USA,USA,North America,Sedona,Desert Spa Stay,local experience,147.27,17.2,,8.0,5.0,5.0,7.0,5.0,8.0,7.0,Resort/Apartment,Coastal,Relaxation
Argentina,Argentina,South America,Bariloche,Family Lake Trips,nearby district,149.56,17.8,6.0,6.0,4.0,7.0,7.0,5.0,6.0,7.0,Standard Hotel,Urban-Heritage,Family
Greece,Greece,Europe,Naxos,Budget Island Stay,nearby district,112.79,20.0,5.0,8.0,7.0,6.0,9.0,5.0,7.0,8.0,Guesthouse/Hostel,Coastal,Budget
Thailand,Thailand,Asia,Krabi,Premium Beach Resorts,local experience,224.55,33.9,3.0,8.0,6.0,7.0,10.0,4.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
France,France,Europe,Provence,Lavender Villages,nearby district,125.71,13.8,5.0,7.0,6.0,4.0,7.0,5.0,8.0,8.0,Resort/Apartment,Coastal,Relaxation
China,China,Asia,Yunnan,Tiger Leaping Gorge,day-trip zone,169.99,12.4,9.0,4.0,4.0,6.0,,9.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Thailand,Thailand,Asia,Krabi,Limestone Beaches,day-trip zone,121.17,29.7,5.0,8.0,5.0,5.0,8.0,6.0,6.0,9.0,Resort/Apartment,Coastal,Relaxation
Italy,Italy,Europe,Venice,Boat Rides,nearby district,,16.3,5.0,6.0,4.0,8.0,7.0,5.0,8.0,8.0,Standard Hotel,Urban-Heritage,Family
Vietnam,Vietnam,Asia,Hue,Imperial City,nearby district,122.19,24.7,3.0,5.0,7.0,8.0,7.0,4.0,5.0,6.0,Standard Hotel,Urban-Heritage,Culture
France,France,Europe,Loire Valley,Castle Routes,local experience,140.21,14.8,7.0,8.0,3.0,7.0,7.0,6.0,6.0,9.0,Standard Hotel,Urban-Heritage,Family
Mexico,Mexico,North America,Tulum,Caribbean Beaches,main area,,26.7,4.0,8.0,5.0,4.0,8.0,4.0,8.0,7.0,Resort/Apartment,Coastal,Relaxation
Italy,Italy,Europe,Tuscany,Countryside Stay,nearby district,190.12,19.0,5.0,8.0,6.0,6.0,9.0,4.0,7.0,8.0,Resort/Apartment,Coastal,Relaxation
New Zealand,New Zealand,Oceania,Fiordland,Milford Track,nearby district,135.75,15.9,9.0,5.0,5.0,7.0,6.0,7.0,10.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Kenya,Kenya,Africa,Mombasa,Affordable Coast,nearby district,82.19,23.0,4.0,8.0,6.0,6.0,7.0,5.0,6.0,7.0,Guesthouse/Hostel,Coastal,Budget
China,China,Asia,Xi’an,Budget Heritage Stay,nearby district,99.17,12.6,4.0,4.0,5.0,8.0,7.0,6.0,5.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
Thailand,Thailand,Asia,Phuket,Family Beach Resorts,main area,142.89,25.6,5.0,8.0,4.0,,7.0,4.0,7.0,8.0,Standard Hotel,Coastal,Family
Australia,Australia,Oceania,Noosa,Sunshine Coast Beaches,day-trip zone,152.18,20.3,3.0,9.0,7.0,5.0,6.0,6.0,7.0,8.0,Resort/Apartment,Coastal,Relaxation
India,India,Asia,Varanasi,Ganges Ghats,nearby district,136.51,25.6,4.0,3.0,6.0,9.0,9.0,4.0,6.0,7.0,Standard Hotel,Urban-Heritage,Culture
France,France,Europe,Courchevel,Alpine Resorts,day-trip zone,234.28,13.9,6.0,7.0,8.0,6.0,9.0,5.0,8.0,8.0,Resort/Apartment,Mountain-Nature,Luxury
USA,USA,North America,San Diego,Zoo and Beaches,nearby district,189.39,13.1,5.0,9.0,4.0,7.0,,7.0,6.0,8.0,Standard Hotel,Coastal,Family
Greece,Greece,Europe,Athens,Hostel Center,local experience,110.98,,5.0,5.0,5.0,7.0,6.0,5.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Italy,Italy,Europe,Dolomites,Alpine Hikes,main area,175.8,15.1,9.0,5.0,6.0,6.0,5.0,9.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Canada,Canada,North America,Niagara Falls,Family Attractions,day-trip zone,167.92,4.2,5.0,5.0,4.0,5.0,7.0,4.0,6.0,9.0,Standard Hotel,Urban-Heritage,Family
Morocco,Morocco,Africa,Essaouira,Walkable Medina,local experience,152.74,23.3,5.0,6.0,4.0,8.0,7.0,5.0,7.0,9.0,Standard Hotel,Urban-Heritage,Family
Spain,Spain,Europe,Andalusia,Sierra Nevada Routes,day-trip zone,137.06,18.2,7.0,3.0,4.0,4.0,6.0,8.0,8.0,9.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Italy,Italy,Europe,Venice,Boat Rides,nearby district,180.47,14.3,5.0,7.0,5.0,8.0,7.0,6.0,6.0,8.0,Standard Hotel,Urban-Heritage,Family
Spain,Spain,Europe,Valencia,Science City,nearby district,156.88,14.6,5.0,5.0,3.0,8.0,6.0,5.0,8.0,8.0,Standard Hotel,Urban-Heritage,Family
Kenya,Kenya,Africa,Naivasha,Boat Trips,local experience,154.99,18.8,5.0,9.0,4.0,6.0,6.0,7.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
Vietnam,Vietnam,Asia,Ho Chi Minh City,War History and Markets,local experience,149.36,27.8,5.0,4.0,7.0,8.0,9.0,4.0,4.0,6.0,Standard Hotel,Urban-Heritage,Culture
South Africa,South Africa,Africa,Garden Route,Boutique Lodges,local experience,271.21,17.6,4.0,8.0,7.0,7.0,9.0,6.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
Kenya,Kenya,Africa,Maasai Mara,Luxury Safari Camps,main area,249.32,15.2,4.0,8.0,8.0,6.0,8.0,3.0,7.0,6.0,Resort/Apartment,Coastal,Luxury
Vietnam,Vietnam,Asia,Hanoi,Museums and Food,day-trip zone,146.78,25.6,4.0,8.0,3.0,8.0,8.0,5.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
Morocco,Morocco,Africa,Essaouira,Walkable Medina,local experience,147.56,20.1,5.0,7.0,2.0,8.0,7.0,7.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
Kenya,Kenya,Africa,Maasai Mara,Luxury Safari Camps,main area,242.33,24.7,5.0,,7.0,5.0,9.0,4.0,6.0,6.0,Resort/Apartment,Coastal,Luxury
India,India,Asia,Delhi,Historic Monuments,local experience,136.71,25.1,3.0,4.0,5.0,9.0,10.0,4.0,4.0,7.0,Standard Hotel,Urban-Heritage,Culture
France,France,Europe,Chamonix,Mont Blanc Trails,main area,122.57,15.5,9.0,3.0,4.0,7.0,7.0,9.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Australia,Australia,Oceania,Melbourne,Hostel Laneways,main area,94.46,23.3,5.0,,6.0,6.0,8.0,5.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Morocco,Morocco,Africa,Agadir,Family Beach Resorts,nearby district,155.13,23.7,6.0,8.0,4.0,6.0,7.0,6.0,5.0,7.0,Standard Hotel,Coastal,Family
Greece,Greece,Europe,Zagori,Vikos Gorge,day-trip zone,177.43,19.1,9.0,6.0,4.0,7.0,5.0,10.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Japan,Japan,Asia,Kyoto,Ryokan Stays,nearby district,203.95,14.7,5.0,6.0,6.0,7.0,8.0,4.0,7.0,10.0,Resort/Apartment,Coastal,Luxury
China,China,Asia,Xi’an,Budget Heritage Stay,nearby district,117.68,16.9,6.0,7.0,7.0,8.0,9.0,5.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Australia,Australia,Oceania,Gold Coast,Theme Parks,main area,160.54,20.5,7.0,8.0,3.0,8.0,8.0,5.0,8.0,8.0,Standard Hotel,Urban-Heritage,Family
Australia,Australia,Oceania,Whitsundays,Island Resorts,nearby district,275.66,23.1,4.0,8.0,6.0,5.0,9.0,4.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Thailand,Thailand,Asia,Krabi,Premium Beach Resorts,local experience,240.61,30.1,3.0,8.0,8.0,5.0,7.0,6.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
New Zealand,New Zealand,Oceania,Bay of Islands,Luxury Lodges,nearby district,250.78,11.2,4.0,8.0,,7.0,8.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
New Zealand,New Zealand,Oceania,Queenstown,Lake Activities,day-trip zone,166.24,16.3,4.0,7.0,3.0,6.0,7.0,4.0,6.0,9.0,Standard Hotel,Urban-Heritage,Family
USA,USA,North America,Utah,National Park Road Trip,main area,128.84,8.0,8.0,4.0,4.0,6.0,7.0,9.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Morocco,Morocco,Africa,Atlas Mountains,Kasbah Retreats,day-trip zone,241.89,22.5,6.0,7.0,9.0,7.0,9.0,5.0,,8.0,Resort/Apartment,Mountain-Nature,Luxury
South Africa,South Africa,Africa,Kruger,Family Safari,day-trip zone,167.43,18.9,5.0,6.0,4.0,6.0,7.0,4.0,6.0,7.0,Standard Hotel,Urban-Heritage,Family
Egypt,Egypt,Africa,Luxor,Valley of the Kings,nearby district,131.01,25.1,3.0,4.0,6.0,9.0,9.0,6.0,4.0,6.0,Standard Hotel,Urban-Heritage,Culture
Australia,Australia,Oceania,Northern Territory,Uluru Desert Routes,local experience,166.92,20.4,7.0,4.0,4.0,6.0,7.0,9.0,9.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Germany,Germany,Europe,Rugen,Baltic Beaches,day-trip zone,103.51,9.3,5.0,8.0,5.0,6.0,7.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Relaxation
Vietnam,Vietnam,Asia,Da Nang,Luxury Beach Hotels,nearby district,244.53,25.3,,8.0,7.0,7.0,7.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
Thailand,Thailand,Asia,Krabi,Premium Beach Resorts,local experience,215.9,27.2,4.0,8.0,8.0,5.0,7.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
New Zealand,New Zealand,Oceania,Tongariro,Alpine Crossing,local experience,147.51,13.4,8.0,5.0,4.0,6.0,7.0,8.0,9.0,9.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Egypt,Egypt,Africa,Luxor,Valley of the Kings,nearby district,128.31,24.7,4.0,3.0,6.0,10.0,9.0,5.0,6.0,6.0,Standard Hotel,Urban-Heritage,Culture
Canada,Canada,North America,Ottawa,National Museums,local experience,170.9,8.3,4.0,3.0,7.0,8.0,8.0,3.0,3.0,9.0,Standard Hotel,Urban-Heritage,Culture
Japan,Japan,Asia,Osaka,Affordable Food Districts,main area,83.61,14.9,5.0,6.0,7.0,7.0,7.0,5.0,7.0,9.0,Guesthouse/Hostel,Urban-Heritage,Budget
Peru,Peru,South America,Arequipa,Colonial Center,day-trip zone,133.21,19.7,3.0,4.0,5.0,8.0,8.0,5.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
India,India,Asia,Agra,Monument Family Tours,main area,148.9,22.5,5.0,6.0,3.0,8.0,8.0,7.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
Vietnam,Vietnam,Asia,Ho Chi Minh City,High-end Hotels,local experience,,21.7,3.0,7.0,6.0,8.0,7.0,6.0,8.0,7.0,Resort/Apartment,Coastal,Luxury
New Zealand,New Zealand,Oceania,Wellington,Budget City Hostels,main area,103.68,15.5,5.0,4.0,6.0,8.0,8.0,5.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
India,India,Asia,Kerala,Western Ghats Trails,local experience,134.49,27.2,8.0,5.0,6.0,7.0,6.0,8.0,10.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
India,India,Asia,Rishikesh,Rafting and Yoga,nearby district,115.55,22.9,8.0,5.0,3.0,6.0,6.0,10.0,8.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Thailand,Thailand,Asia,Pai,Mountain Roads,local experience,124.25,29.2,9.0,3.0,3.0,,6.0,10.0,8.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
India,India,Asia,Delhi,Historic Monuments,local experience,113.2,24.0,4.0,4.0,5.0,9.0,10.0,4.0,4.0,6.0,Standard Hotel,Urban-Heritage,Culture
Egypt,Egypt,Africa,Cairo,Pyramids Family Tours,main area,138.78,20.4,6.0,8.0,5.0,8.0,7.0,5.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
Italy,Italy,Europe,Lake Como,Lakeside Retreat,local experience,182.23,13.4,3.0,8.0,5.0,4.0,7.0,5.0,5.0,7.0,Resort/Apartment,Coastal,Relaxation
South Africa,South Africa,Africa,Kruger,Family Safari,day-trip zone,161.08,17.9,4.0,7.0,4.0,7.0,6.0,5.0,7.0,6.0,Standard Hotel,Urban-Heritage,Family
Australia,Australia,Oceania,Adelaide,Affordable City Break,day-trip zone,79.74,20.0,5.0,6.0,6.0,8.0,8.0,6.0,5.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Australia,Australia,Oceania,Gold Coast,Theme Parks,main area,149.75,20.6,6.0,8.0,,8.0,7.0,5.0,8.0,9.0,Standard Hotel,Urban-Heritage,Family
Mexico,Mexico,North America,Tulum,Caribbean Beaches,main area,160.13,25.8,5.0,9.0,3.0,6.0,5.0,6.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Greece,Greece,Europe,Crete,Samaria Gorge,main area,176.22,17.5,8.0,4.0,3.0,6.0,6.0,9.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Egypt,Egypt,Africa,Red Sea,Diving Trips,local experience,107.7,20.9,8.0,8.0,4.0,6.0,7.0,9.0,10.0,6.0,Guesthouse/Hostel,Coastal,Adventure
Morocco,Morocco,Africa,Atlas Mountains,Toubkal Trails,main area,130.45,23.8,9.0,4.0,4.0,7.0,6.0,8.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Morocco,Morocco,Africa,Marrakech,Medina and Souks,main area,128.36,23.7,4.0,4.0,7.0,8.0,8.0,4.0,4.0,9.0,Standard Hotel,Urban-Heritage,Culture
Peru,Peru,South America,Huaraz,Budget Trekking Base,local experience,68.64,15.5,6.0,5.0,4.0,5.0,6.0,5.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Budget
Kenya,Kenya,Africa,Watamu,Quiet Beaches,nearby district,154.88,24.2,5.0,9.0,5.0,6.0,6.0,4.0,8.0,,Resort/Apartment,Coastal,Relaxation
Spain,Spain,Europe,Canary Islands,Year-round Sun,local experience,164.58,20.3,4.0,9.0,6.0,6.0,7.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Relaxation
USA,USA,North America,New York City,Luxury Hotels,main area,258.62,14.8,4.0,6.0,9.0,8.0,8.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Luxury
Thailand,Thailand,Asia,Phuket,Family Beach Resorts,main area,145.85,28.7,5.0,8.0,3.0,8.0,7.0,6.0,8.0,8.0,Standard Hotel,Coastal,Family
China,China,Asia,Shanghai,Bund Luxury Hotels,main area,325.19,14.8,4.0,7.0,8.0,8.0,8.0,5.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Australia,Australia,Oceania,Canberra,National Institutions,local experience,168.72,14.1,4.0,6.0,5.0,9.0,8.0,4.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
Italy,Italy,Europe,Turin,Affordable Museums,local experience,109.73,17.4,5.0,7.0,6.0,8.0,7.0,5.0,5.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Egypt,Egypt,Africa,Cairo,Pyramids Family Tours,main area,145.48,19.0,4.0,8.0,2.0,,8.0,5.0,5.0,7.0,Standard Hotel,Urban-Heritage,Family
Australia,Australia,Oceania,Cairns,Reef Family Tours,day-trip zone,182.68,23.8,4.0,8.0,3.0,7.0,7.0,5.0,6.0,8.0,Standard Hotel,Coastal,Family
France,France,Europe,Marne-la-Vallee,Disneyland Paris,nearby district,163.34,11.1,5.0,6.0,4.0,7.0,6.0,7.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
Vietnam,Vietnam,Asia,Hoi An,Slow Riverside Stay,day-trip zone,137.78,25.5,6.0,9.0,5.0,5.0,8.0,6.0,6.0,7.0,Resort/Apartment,Coastal,Relaxation
Thailand,Thailand,Asia,Pai,Backpacker Town,day-trip zone,77.4,26.4,5.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Kenya,Kenya,Africa,Watamu,Quiet Beaches,nearby district,153.68,22.9,4.0,8.0,5.0,6.0,6.0,5.0,7.0,8.0,Resort/Apartment,Coastal,Relaxation
Canada,Canada,North America,Toronto,Luxury Downtown Hotels,nearby district,,7.1,4.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,Resort/Apartment,Coastal,Luxury
USA,USA,North America,New Orleans,Music and Food,day-trip zone,147.51,21.6,4.0,3.0,7.0,8.0,8.0,6.0,5.0,6.0,Standard Hotel,Urban-Heritage,Culture
Spain,Spain,Europe,Andalusia,Sierra Nevada Routes,day-trip zone,144.14,16.6,9.0,5.0,4.0,6.0,5.0,9.0,10.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Canada,Canada,North America,Toronto,Luxury Downtown Hotels,nearby district,286.13,5.9,6.0,8.0,8.0,7.0,8.0,5.0,6.0,10.0,Resort/Apartment,Coastal,Luxury
Kenya,Kenya,Africa,Nairobi,Museums and Markets,main area,109.11,20.0,4.0,3.0,6.0,10.0,8.0,3.0,5.0,6.0,Standard Hotel,Urban-Heritage,Culture
Italy,Italy,Europe,Lake Como,Luxury Villas,main area,303.67,14.7,5.0,8.0,7.0,8.0,9.0,4.0,7.0,7.0,Resort/Apartment,Coastal,Luxury
Australia,Australia,Oceania,Port Douglas,Reef Luxury Stays,local experience,272.21,21.5,5.0,8.0,8.0,5.0,8.0,3.0,6.0,9.0,Resort/Apartment,Coastal,Luxury
Japan,Japan,Asia,Nagoya,Affordable Base,day-trip zone,74.93,14.6,5.0,5.0,5.0,8.0,7.0,6.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Egypt,Egypt,Africa,Dahab,Budget Diving Hostels,main area,90.18,21.9,5.0,4.0,6.0,7.0,7.0,5.0,5.0,6.0,Guesthouse/Hostel,Urban-Heritage,Budget
France,France,Europe,Marne-la-Vallee,Disneyland Paris,nearby district,139.04,12.0,6.0,7.0,3.0,6.0,7.0,6.0,8.0,8.0,Standard Hotel,Urban-Heritage,Family
Canada,Canada,North America,Niagara Falls,Family Attractions,day-trip zone,182.5,4.6,6.0,5.0,4.0,7.0,6.0,6.0,6.0,9.0,Standard Hotel,Urban-Heritage,Family
Brazil,Brazil,South America,Ouro Preto,Colonial Heritage,day-trip zone,103.8,20.1,3.0,3.0,6.0,8.0,8.0,3.0,5.0,6.0,Standard Hotel,Urban-Heritage,Culture
China,China,Asia,Kunming,Affordable City Base,local experience,111.79,9.9,6.0,5.0,7.0,8.0,8.0,5.0,5.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
New Zealand,New Zealand,Oceania,Rotorua,Premium Spa Lodges,local experience,,13.9,4.0,7.0,6.0,6.0,8.0,4.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Greece,Greece,Europe,Santorini,Cliffside Hotels,main area,303.52,16.0,5.0,6.0,8.0,7.0,9.0,4.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
France,France,Europe,Paris,Museums and Monuments,main area,124.19,13.6,3.0,3.0,6.0,9.0,8.0,5.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
India,India,Asia,Kerala,Luxury Backwater Resorts,local experience,225.53,28.8,5.0,7.0,8.0,6.0,9.0,4.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
India,India,Asia,Goa,Budget Beach Huts,day-trip zone,90.16,22.1,6.0,8.0,6.0,6.0,8.0,6.0,6.0,7.0,Guesthouse/Hostel,Coastal,Budget
Germany,Germany,Europe,Munich,Parks and Museums,main area,133.61,8.8,6.0,6.0,3.0,8.0,7.0,5.0,8.0,9.0,Standard Hotel,Urban-Heritage,Family
New Zealand,New Zealand,Oceania,Tongariro,Alpine Crossing,local experience,136.73,15.5,8.0,3.0,4.0,5.0,8.0,8.0,8.0,9.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Morocco,Morocco,Africa,Dades Valley,Canyon Routes,day-trip zone,141.6,21.4,8.0,,5.0,6.0,5.0,8.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Mexico,Mexico,North America,Merida,Safe Heritage Base,day-trip zone,179.06,23.7,5.0,7.0,2.0,8.0,6.0,4.0,7.0,6.0,Standard Hotel,Urban-Heritage,Family
USA,USA,North America,Aspen,Mountain Luxury,day-trip zone,255.17,14.5,6.0,8.0,7.0,8.0,6.0,5.0,8.0,9.0,Resort/Apartment,Mountain-Nature,Luxury
Peru,Peru,South America,Paracas,Coastal Reserve,nearby district,111.47,19.5,6.0,9.0,6.0,5.0,7.0,4.0,7.0,8.0,Resort/Apartment,Coastal,Relaxation
Greece,Greece,Europe,Thessaloniki,Byzantine Heritage,day-trip zone,182.64,19.8,3.0,2.0,5.0,8.0,8.0,5.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Japan,Japan,Asia,Niseko,Ski Resorts,local experience,204.69,13.2,4.0,7.0,8.0,7.0,8.0,4.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Kenya,Kenya,Africa,Nairobi,High-end Hotels,day-trip zone,231.35,20.6,4.0,7.0,7.0,8.0,9.0,3.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
Germany,Germany,Europe,Munich,Parks and Museums,main area,130.34,7.0,6.0,6.0,3.0,8.0,8.0,5.0,8.0,8.0,Standard Hotel,Urban-Heritage,Family
Brazil,Brazil,South America,Rio de Janeiro,Budget Beach Neighborhoods,local experience,71.24,28.8,,8.0,5.0,6.0,7.0,5.0,5.0,6.0,Guesthouse/Hostel,Coastal,Budget
Canada,Canada,North America,Ottawa,National Museums,local experience,143.27,3.1,3.0,3.0,6.0,8.0,6.0,3.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Italy,Italy,Europe,Cinque Terre,Coastal Trails,day-trip zone,174.53,13.1,10.0,8.0,4.0,6.0,,9.0,8.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
South Africa,South Africa,Africa,Cape Town,Budget Hostels,main area,,13.2,6.0,4.0,5.0,5.0,8.0,6.0,7.0,5.0,Guesthouse/Hostel,Urban-Heritage,Budget
Japan,Japan,Asia,Okinawa,Diving Islands,local experience,108.0,13.0,8.0,8.0,4.0,6.0,6.0,6.0,8.0,9.0,Guesthouse/Hostel,Coastal,Adventure
France,France,Europe,Lyon,Hostel Neighborhoods,local experience,90.05,10.3,6.0,5.0,7.0,6.0,8.0,5.0,6.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
South Africa,South Africa,Africa,Kruger,Private Safari Lodges,nearby district,263.53,14.7,3.0,7.0,8.0,7.0,9.0,5.0,6.0,6.0,Resort/Apartment,Coastal,Luxury
Vietnam,Vietnam,Asia,Ha Giang,Mountain Loop,nearby district,128.49,25.3,8.0,6.0,3.0,6.0,5.0,9.0,10.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Germany,Germany,Europe,Berlin,High-end Culture Stay,local experience,195.39,9.7,3.0,8.0,6.0,5.0,9.0,4.0,5.0,9.0,Resort/Apartment,Coastal,Luxury
Peru,Peru,South America,Arequipa,Slow Colonial Stay,local experience,142.08,17.8,4.0,,6.0,6.0,7.0,5.0,8.0,7.0,Resort/Apartment,Coastal,Relaxation
Greece,Greece,Europe,Mykonos,Beach Clubs,nearby district,182.26,21.9,5.0,9.0,4.0,3.0,6.0,6.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
New Zealand,New Zealand,Oceania,Rotorua,Geothermal Parks,main area,152.34,16.4,6.0,6.0,3.0,7.0,7.0,4.0,8.0,10.0,Standard Hotel,Mountain-Nature,Family
France,France,Europe,Paris,Museums and Monuments,main area,132.13,15.0,4.0,5.0,7.0,9.0,8.0,5.0,4.0,8.0,Standard Hotel,Urban-Heritage,Culture
Kenya,Kenya,Africa,Hell’s Gate,Cycling and Cliffs,day-trip zone,129.3,24.8,9.0,5.0,3.0,6.0,7.0,8.0,9.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
